,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,long_exposure,long_value,longs_count,max_drawdown,max_leverage,moving_average,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,price,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,time,trading_days,transactions,treasury_period_return
2015-12-24 18:00:00+00:00,1.003285635448436,0.7104788000000004,,0.0,0.0,,0.0,38710.787999999986,-21606.0,-21606.0,0.0,1.2631550885050442,0.0,0.0,0,-0.4879594255518441,9.592338331294812,108.50500000000001,-1.2631550885050442,"[{'reason': None, 'filled': 0, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': -100, 'status': 0, 'stop': None, 'id': '9508386036be4657823500713e3b6ccd', 'limit': None, 'created': Timestamp('2015-12-24 18:00:00+0000', tz='UTC'), 'commission': 0, 'stop_reached': False, 'dt': Timestamp('2015-12-24 18:00:00+0000', tz='UTC')}]",2015-12-24 18:00:00+00:00,2015-12,2015-12-24 14:31:00+00:00,116.0,17104.787999999986,"[{'cost_basis': 115.95072179841634, 'last_sale_price': 108.03, 'amount': -200, 'sid': Equity(8 [AAPL])}]",108.03,0.006828032700154862,1.3236128313372648,-21606.0,-21606.0,1,2.393037113033824,38710.787999999986,-21722.0,-21722.0,158,158,[],0.0
2015-12-28 21:00:00+00:00,1.0001637033754776,0.7341347000000003,,0.0,0.0,,10676.559000000001,49387.34699999999,-32046.000000000004,-32046.000000000004,0.0,1.8479533337289216,0.0,0.0,0,-0.4879594255518441,9.592338331294812,108.04624999999999,-1.8479533337289216,"[{'reason': None, 'filled': -100, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': -100, 'status': 1, 'stop': None, 'id': '9508386036be4657823500713e3b6ccd', 'limit': None, 'created': Timestamp('2015-12-24 18:00:00+0000', tz='UTC'), 'commission': 0.1, 'stop_reached': False, 'dt': Timestamp('2015-12-28 21:00:00+0000', tz='UTC')}]",2015-12-28 21:00:00+00:00,2015-12,2015-12-28 14:31:00+00:00,236.55899999999747,17341.346999999983,"[{'cost_basis': 112.88901119894423, 'last_sale_price': 106.82000000000001, 'amount': -300, 'sid': Equity(8 [AAPL])}]",106.82000000000001,0.013829987252691911,1.3413094281421498,-32046.000000000004,-32046.000000000004,1,2.425124039900604,38710.787999999986,-21606.0,-21606.0,159,159,"[{'order_id': '9508386036be4657823500713e3b6ccd', 'price': 106.76659000000001, 'sid': Equity(8 [AAPL]), 'commission': None, 'amount': -100, 'dt': Timestamp('2015-12-28 21:00:00+0000', tz='UTC')}]",0.0
2015-12-29 21:00:00+00:00,0.9981860220963967,0.6765347000000002,,0.0,0.0,,0.0,49387.34699999999,-32622.000000000004,-32622.000000000004,0.0,1.945799272749919,0.0,0.0,0,-0.4879594255518441,9.592338331294812,107.72125,-1.945799272749919,"[{'reason': None, 'filled': 0, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': 100, 'status': 0, 'stop': None, 'id': 'af26c76be98d4054b3caa1dcef0b419d', 'limit': None, 'created': Timestamp('2015-12-29 21:00:00+0000', tz='UTC'), 'commission': 0, 'stop_reached': False, 'dt': Timestamp('2015-12-29 21:00:00+0000', tz='UTC')}]",2015-12-29 21:00:00+00:00,2015-12,2015-12-29 14:31:00+00:00,-576.0,16765.346999999983,"[{'cost_basis': 112.88901119894423, 'last_sale_price': 108.74000000000001, 'amount': -300, 'sid': Equity(8 [AAPL])}]",108.74000000000001,-0.03321541285114704,1.2831577933851825,-32622.000000000004,-32622.000000000004,1,2.316058858237187,49387.34699999999,-32046.000000000004,-32046.000000000004,160,160,[],0.0
2015-12-30 21:00:00+00:00,0.995376376058344,0.7185881000000005,,0.0,0.0,,-10737.466,38649.88099999999,-21464.0,-21464.0,0.0,1.2489321903253034,0.0,0.0,0,-0.4879594255518441,9.592338331294812,107.51374999999999,-1.2489321903253034,"[{'reason': None, 'filled': 100, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': 100, 'status': 1, 'stop': None, 'id': 'af26c76be98d4054b3caa1dcef0b419d', 'limit': None, 'created': Timestamp('2015-12-29 21:00:00+0000', tz='UTC'), 'commission': 0.1, 'stop_reached': False, 'dt': Timestamp('2015-12-30 21:00:00+0000', tz='UTC')}, {'reason': None, 'filled': 0, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': -100, 'status': 0, 'stop': None, 'id': 'b46b3b0520204c3e996a0a8b32fe0737', 'limit': None, 'created': Timestamp('2015-12-30 21:00:00+0000', tz='UTC'), 'commission': 0, 'stop_reached': False, 'dt': Timestamp('2015-12-30 21:00:00+0000', tz='UTC')}]",2015-12-30 21:00:00+00:00,2015-12,2015-12-30 14:31:00+00:00,420.5340000000033,17185.880999999987,"[{'cost_basis': 112.88851119894423, 'last_sale_price': 107.32000000000001, 'amount': -200, 'sid': Equity(8 [AAPL])}]",107.32000000000001,0.025083524963724457,1.3182308799505973,-21464.0,-21464.0,1,2.3800703748672722,49387.34699999999,-32622.000000000004,-32622.000000000004,161,161,"[{'order_id': 'af26c76be98d4054b3caa1dcef0b419d', 'price': 107.37366, 'sid': Equity(8 [AAPL]), 'commission': None, 'amount': 100, 'dt': Timestamp('2015-12-30 21:00:00+0000', tz='UTC')}]",0.0
2015-12-31 21:00:00+00:00,0.992547233490364,0.7592518000000006,,0.0,0.0,,10520.637000000002,49170.51799999999,-31578.0,-31578.0,0.0,1.7949676106626704,0.0,0.0,0,-0.4879594255518441,9.592338331294812,107.41749999999999,-1.7949676106626704,"[{'reason': None, 'filled': -100, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': -100, 'status': 1, 'stop': None, 'id': 'b46b3b0520204c3e996a0a8b32fe0737', 'limit': None, 'created': Timestamp('2015-12-30 21:00:00+0000', tz='UTC'), 'commission': 0.1, 'stop_reached': False, 'dt': Timestamp('2015-12-31 21:00:00+0000', tz='UTC')}]",2015-12-31 21:00:00+00:00,2015-12,2015-12-31 14:31:00+00:00,406.63700000000244,17592.51799999999,"[{'cost_basis': 110.32779746596282, 'last_sale_price': 105.26, 'amount': -300, 'sid': Equity(8 [AAPL])}]",105.26,0.023661108790407726,1.3509104613937266,-31578.0,-31578.0,1,2.439682471568353,38649.88099999999,-21464.0,-21464.0,162,162,"[{'order_id': 'b46b3b0520204c3e996a0a8b32fe0737', 'price': 105.20737000000001, 'sid': Equity(8 [AAPL]), 'commission': None, 'amount': -100, 'dt': Timestamp('2015-12-31 21:00:00+0000', tz='UTC')}]",0.0
2016-01-04 21:00:00+00:00,0.9895157897138075,0.7565518000000002,,0.0,0.0,,0.0,49170.51799999999,-31605.000000000004,-31605.000000000004,0.0,1.7992637621048255,0.0,0.0,0,-0.4879594255518441,9.592338331294812,107.17,-1.7992637621048255,[],2016-01-04 21:00:00+00:00,2016-01,2016-01-04 14:31:00+00:00,-27.000000000003638,17565.517999999985,"[{'cost_basis': 110.32779746596282, 'last_sale_price': 105.35000000000001, 'amount': -300, 'sid': Equity(8 [AAPL])}]",105.35000000000001,-0.001534743349417278,1.3443380041854127,-31605.000000000004,-31605.000000000004,1,2.4278420195525015,49170.51799999999,-31578.0,-31578.0,163,163,[],0.0
2016-01-05 21:00:00+00:00,0.9877093100411418,0.8357518000000002,,0.0,0.0,,0.0,49170.51799999999,-30813.000000000004,-30813.000000000004,0.0,1.6784948814975984,0.0,0.0,0,-0.4879594255518441,9.592338331294812,106.605,-1.6784948814975984,[],2016-01-05 21:00:00+00:00,2016-01,2016-01-05 14:31:00+00:00,792.0,18357.517999999985,"[{'cost_basis': 110.32779746596282, 'last_sale_price': 102.71000000000001, 'amount': -300, 'sid': Equity(8 [AAPL])}]",102.71000000000001,0.04508833727533679,1.408728767638414,-30813.000000000004,-30813.000000000004,1,2.547263493066551,49170.51799999999,-31605.000000000004,-31605.000000000004,164,164,[],0.0
2016-01-06 21:00:00+00:00,0.9852723092670779,0.8960518000000004,,0.0,0.0,,0.0,49170.51799999999,-30210.0,-30210.0,0.0,1.5933109000503054,0.0,0.0,0,-0.4879594255518441,9.592338331294812,105.61625000000001,-1.5933109000503054,[],2016-01-06 21:00:00+00:00,2016-01,2016-01-06 14:31:00+00:00,603.0000000000036,18960.51799999999,"[{'cost_basis': 110.32779746596282, 'last_sale_price': 100.7, 'amount': -300, 'sid': Equity(8 [AAPL])}]",100.7,0.03284757776078462,1.4545713911202482,-30210.0,-30210.0,1,2.631653504115947,49170.51799999999,-30813.000000000004,-30813.000000000004,165,165,[],0.0
2016-01-07 21:00:00+00:00,0.9852058999948482,1.0235518000000003,,0.0,0.0,,0.0,49170.51799999999,-28935.0,-28935.0,0.0,1.429911505107011,0.0,0.0,0,-0.4879594255518441,9.592338331294812,104.16875000000002,-1.429911505107011,[],2016-01-07 21:00:00+00:00,2016-01,2016-01-07 14:31:00+00:00,1275.0,20235.51799999999,"[{'cost_basis': 110.32779746596282, 'last_sale_price': 96.45, 'amount': -300, 'sid': Equity(8 [AAPL])}]",96.45,0.06724499826428798,1.5495220387843391,-28935.0,-28935.0,1,2.8117339330234743,49170.51799999999,-30210.0,-30210.0,166,166,[],0.0
2016-01-08 21:00:00+00:00,0.9823763891629139,1.0082518,,0.0,0.0,,0.0,49170.51799999999,-29088.000000000004,-29088.000000000004,0.0,1.4484239476344563,0.0,0.0,0,-0.4879594255518441,9.592338331294812,102.93625000000002,-1.4484239476344563,[],2016-01-08 21:00:00+00:00,2016-01,2016-01-08 14:31:00+00:00,-153.00000000000364,20082.517999999985,"[{'cost_basis': 110.32779746596282, 'last_sale_price': 96.96000000000001, 'amount': -300, 'sid': Equity(8 [AAPL])}]",96.96000000000001,-0.007560962857486642,1.533065744815542,-29088.000000000004,-29088.000000000004,1,2.7818161745080547,49170.51799999999,-28935.0,-28935.0,167,167,[],0.0
2016-01-11 21:00:00+00:00,0.9800937203387889,0.9611518000000003,,0.0,0.0,,0.0,49170.51799999999,-29559.0,-29559.0,0.0,1.507226518620334,0.0,0.0,0,-0.4879594255518441,9.592338331294812,101.66,-1.507226518620334,[],2016-01-11 21:00:00+00:00,2016-01,2016-01-11 14:31:00+00:00,-470.99999999999636,19611.51799999999,"[{'cost_basis': 110.32779746596282, 'last_sale_price': 98.53, 'amount': -300, 'sid': Equity(8 [AAPL])}]",98.53,-0.02345323430059898,1.4915952831454764,-29559.0,-29559.0,1,2.7045230540907035,49170.51799999999,-29088.000000000004,-29088.000000000004,168,168,[],0.0
2016-01-12 21:00:00+00:00,0.9777566630021168,0.9182517999999997,,0.0,0.0,,0.0,49170.51799999999,-29988.000000000004,-29988.000000000004,0.0,1.5632984157762826,0.0,0.0,0,-0.4879594255518441,9.592338331294812,100.74,-1.5632984157762826,[],2016-01-12 21:00:00+00:00,2016-01,2016-01-12 14:31:00+00:00,-429.00000000000364,19182.517999999985,"[{'cost_basis': 110.32779746596282, 'last_sale_price': 99.96000000000001, 'amount': -300, 'sid': Equity(8 [AAPL])}]",99.96000000000001,-0.021874900249945206,1.452953188642272,-29988.000000000004,-29988.000000000004,1,2.6327548202671385,49170.51799999999,-29559.0,-29559.0,169,169,[],0.0
2016-01-13 21:00:00+00:00,0.9757670222735589,0.9953518000000001,,0.0,0.0,,0.0,49170.51799999999,-29217.0,-29217.0,0.0,1.4642530705612924,0.0,0.0,0,-0.4879594255518441,9.592338331294812,99.75625,-1.4642530705612924,"[{'reason': None, 'filled': 0, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': -100, 'status': 0, 'stop': None, 'id': '3ebb640bad054aec9a0bc8b816fe53c6', 'limit': None, 'created': Timestamp('2016-01-13 21:00:00+0000', tz='UTC'), 'commission': 0, 'stop_reached': False, 'dt': Timestamp('2016-01-13 21:00:00+0000', tz='UTC')}]",2016-01-13 21:00:00+00:00,2016-01,2016-01-13 14:31:00+00:00,771.0000000000036,19953.51799999999,"[{'cost_basis': 110.32779746596282, 'last_sale_price': 97.39, 'amount': -300, 'sid': Equity(8 [AAPL])}]",97.39,0.04019284642402021,1.508411267506045,-29217.0,-29217.0,1,2.7357412732058233,49170.51799999999,-29988.000000000004,-29988.000000000004,170,170,[],0.0
2016-01-14 21:00:00+00:00,0.9739928009164268,0.9309441999999999,,0.0,0.0,,9946.923999999999,59117.44199999999,-39808.0,-39808.0,0.0,2.0615821006117123,0.0,0.0,0,-0.4879594255518441,9.592338331294812,99.0275,-2.0615821006117123,"[{'reason': None, 'filled': -100, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': -100, 'status': 1, 'stop': None, 'id': '3ebb640bad054aec9a0bc8b816fe53c6', 'limit': None, 'created': Timestamp('2016-01-13 21:00:00+0000', tz='UTC'), 'commission': 0.1, 'stop_reached': False, 'dt': Timestamp('2016-01-14 21:00:00+0000', tz='UTC')}, {'reason': None, 'filled': 0, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': 100, 'status': 0, 'stop': None, 'id': '6f40fbe718364b7cacc57c83706a74aa', 'limit': None, 'created': Timestamp('2016-01-14 21:00:00+0000', tz='UTC'), 'commission': 0, 'stop_reached': False, 'dt': Timestamp('2016-01-14 21:00:00+0000', tz='UTC')}]",2016-01-14 21:00:00+00:00,2016-01,2016-01-14 14:31:00+00:00,-644.0760000000009,19309.44199999999,"[{'cost_basis': 107.61315809947212, 'last_sale_price': 99.52, 'amount': -400, 'sid': Equity(8 [AAPL])}]",99.52,-0.03227881920371145,1.453482845845039,-39808.0,-39808.0,1,2.6320417961318765,49170.51799999999,-29217.0,-29217.0,171,171,"[{'order_id': '3ebb640bad054aec9a0bc8b816fe53c6', 'price': 99.47023999999999, 'sid': Equity(8 [AAPL]), 'commission': None, 'amount': -100, 'dt': Timestamp('2016-01-14 21:00:00+0000', tz='UTC')}]",0.0
2016-01-15 21:00:00+00:00,0.9725758809439419,1.02604855,,0.0,0.0,,-9717.9565,49399.48549999999,-29139.0,-29139.0,0.0,1.4382182500019567,0.0,0.0,0,-0.4879594255518441,9.592338331294812,98.33,-1.4382182500019567,"[{'reason': None, 'filled': 100, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': 100, 'status': 1, 'stop': None, 'id': '6f40fbe718364b7cacc57c83706a74aa', 'limit': None, 'created': Timestamp('2016-01-14 21:00:00+0000', tz='UTC'), 'commission': 0.1, 'stop_reached': False, 'dt': Timestamp('2016-01-15 21:00:00+0000', tz='UTC')}, {'reason': None, 'filled': 0, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': -100, 'status': 0, 'stop': None, 'id': 'f83b74d2ab17427ab253414180d32425', 'limit': None, 'created': Timestamp('2016-01-15 21:00:00+0000', tz='UTC'), 'commission': 0, 'stop_reached': False, 'dt': Timestamp('2016-01-15 21:00:00+0000', tz='UTC')}]",2016-01-15 21:00:00+00:00,2016-01,2016-01-15 14:31:00+00:00,951.0434999999998,20260.485499999988,"[{'cost_basis': 107.61282476613879, 'last_sale_price': 97.13, 'amount': -300, 'sid': Equity(8 [AAPL])}]",97.13,0.049252769707172295,1.5213333822928383,-29139.0,-29139.0,1,2.758933182090542,59117.44199999999,-39808.0,-39808.0,172,172,"[{'order_id': '6f40fbe718364b7cacc57c83706a74aa', 'price': 97.17856499999999, 'sid': Equity(8 [AAPL]), 'commission': None, 'amount': 100, 'dt': Timestamp('2016-01-15 21:00:00+0000', tz='UTC')}]",0.0
2016-01-19 21:00:00+00:00,0.9697450396132828,1.0396552500000005,,0.0,0.0,,9661.067000000003,59060.55249999999,-38664.0,-38664.0,0.0,1.8956144671997888,0.0,0.0,0,-0.4879594255518441,9.592338331294812,97.82499999999999,-1.8956144671997888,"[{'reason': None, 'filled': -100, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': -100, 'status': 1, 'stop': None, 'id': 'f83b74d2ab17427ab253414180d32425', 'limit': None, 'created': Timestamp('2016-01-15 21:00:00+0000', tz='UTC'), 'commission': 0.1, 'stop_reached': False, 'dt': Timestamp('2016-01-19 21:00:00+0000', tz='UTC')}]",2016-01-19 21:00:00+00:00,2016-01,2016-01-19 14:31:00+00:00,136.06700000000274,20396.55249999999,"[{'cost_basis': 104.86228607460409, 'last_sale_price': 96.66, 'amount': -400, 'sid': Equity(8 [AAPL])}]",96.66,0.006715880525173246,1.5270427715393153,-38664.0,-38664.0,1,2.7692418661030804,49399.48549999999,-29139.0,-29139.0,173,173,"[{'order_id': 'f83b74d2ab17427ab253414180d32425', 'price': 96.61166999999999, 'sid': Equity(8 [AAPL]), 'commission': None, 'amount': -100, 'dt': Timestamp('2016-01-19 21:00:00+0000', tz='UTC')}]",0.0
2016-01-20 21:00:00+00:00,0.9669914123187465,1.0344552500000002,,0.0,0.0,,0.0,59060.55249999999,-38716.0,-38716.0,0.0,1.9030155615366824,0.0,0.0,0,-0.4879594255518441,9.592338331294812,97.86749999999999,-1.9030155615366824,[],2016-01-20 21:00:00+00:00,2016-01,2016-01-20 14:31:00+00:00,-52.0,20344.55249999999,"[{'cost_basis': 104.86228607460409, 'last_sale_price': 96.79, 'amount': -400, 'sid': Equity(8 [AAPL])}]",96.79,-0.002549450452472457,1.5187717694596579,-38716.0,-38716.0,1,2.754302502369417,59060.55249999999,-38664.0,-38664.0,174,174,[],0.0
2016-01-21 21:00:00+00:00,0.9642195147340336,1.0540552500000002,,0.0,0.0,,0.0,59060.55249999999,-38520.0,-38520.0,0.0,1.8753146975963775,0.0,0.0,0,-0.4879594255518441,9.592338331294812,97.78499999999998,-1.8753146975963775,[],2016-01-21 21:00:00+00:00,2016-01,2016-01-21 14:31:00+00:00,196.0,20540.55249999999,"[{'cost_basis': 104.86228607460409, 'last_sale_price': 96.3, 'amount': -400, 'sid': Equity(8 [AAPL])}]",96.3,0.009634028568581199,1.5288220292364016,-38520.0,-38520.0,1,2.77251403002156,59060.55249999999,-38716.0,-38716.0,175,175,[],0.0
2016-01-22 21:00:00+00:00,0.9697214404231508,0.8492552500000001,,0.0,0.0,,0.0,59060.55249999999,-40568.0,-40568.0,0.0,2.1937479966597375,0.0,0.0,0,-0.4879594255518441,9.592338331294812,98.14624999999998,-2.1937479966597375,"[{'reason': None, 'filled': 0, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': 100, 'status': 0, 'stop': None, 'id': 'b910f8e3e39c45cbbcd273c46f8bb842', 'limit': None, 'created': Timestamp('2016-01-22 21:00:00+0000', tz='UTC'), 'commission': 0, 'stop_reached': False, 'dt': Timestamp('2016-01-22 21:00:00+0000', tz='UTC')}]",2016-01-22 21:00:00+00:00,2016-01,2016-01-22 14:31:00+00:00,-2048.0,18492.55249999999,"[{'cost_basis': 104.86228607460409, 'last_sale_price': 101.42, 'amount': -400, 'sid': Equity(8 [AAPL])}]",101.42,-0.09970520510585101,1.3642934687072443,-40568.0,-40568.0,1,2.434480927980419,59060.55249999999,-38520.0,-38520.0,176,176,[],0.0
2016-01-25 21:00:00+00:00,0.9679865427309824,0.9279480500000004,,0.0,0.0,,-9949.072,49111.48049999999,-29832.0,-29832.0,0.0,1.5473445977966063,0.0,0.0,0,-0.4879594255518441,9.592338331294812,98.08124999999998,-1.5473445977966063,"[{'reason': None, 'filled': 100, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': 100, 'status': 1, 'stop': None, 'id': 'b910f8e3e39c45cbbcd273c46f8bb842', 'limit': None, 'created': Timestamp('2016-01-22 21:00:00+0000', tz='UTC'), 'commission': 0.1, 'stop_reached': False, 'dt': Timestamp('2016-01-25 21:00:00+0000', tz='UTC')}]",2016-01-25 21:00:00+00:00,2016-01,2016-01-25 14:31:00+00:00,786.9279999999999,19279.48049999999,"[{'cost_basis': 104.86195274127076, 'last_sale_price': 99.44, 'amount': -300, 'sid': Equity(8 [AAPL])}]",99.44,0.04255377942012073,1.42160569321234,-29832.0,-29832.0,1,2.539395534786796,59060.55249999999,-40568.0,-40568.0,177,177,"[{'order_id': 'b910f8e3e39c45cbbcd273c46f8bb842', 'price': 99.48971999999999, 'sid': Equity(8 [AAPL]), 'commission': None, 'amount': 100, 'dt': Timestamp('2016-01-25 21:00:00+0000', tz='UTC')}]",0.0
2016-01-26 21:00:00+00:00,0.9653923610115165,0.91144805,,0.0,0.0,,0.0,49111.48049999999,-29997.000000000004,-29997.000000000004,0.0,1.569333783358644,0.0,0.0,0,-0.4879594255518441,9.592338331294812,98.40625,-1.569333783358644,[],2016-01-26 21:00:00+00:00,2016-01,2016-01-26 14:31:00+00:00,-165.00000000000364,19114.480499999987,"[{'cost_basis': 104.86195274127076, 'last_sale_price': 99.99000000000001, 'amount': -300, 'sid': Equity(8 [AAPL])}]",99.99000000000001,-0.008558321890468124,1.40486716814821,-29997.000000000004,-29997.000000000004,1,2.5093848320637653,49111.48049999999,-29832.0,-29832.0,178,178,[],0.0
2016-01-27 21:00:00+00:00,0.9696359430983167,1.1085480500000005,,0.0,0.0,,0.0,49111.48049999999,-28026.0,-28026.0,0.0,1.3291610784017946,0.0,0.0,0,-0.4879594255518441,9.592338331294812,97.64375,-1.3291610784017946,"[{'reason': None, 'filled': 0, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': -100, 'status': 0, 'stop': None, 'id': '6a3a442512a2470f959ffd5725c275ab', 'limit': None, 'created': Timestamp('2016-01-27 21:00:00+0000', tz='UTC'), 'commission': 0, 'stop_reached': False, 'dt': Timestamp('2016-01-27 21:00:00+0000', tz='UTC')}]",2016-01-27 21:00:00+00:00,2016-01,2016-01-27 14:31:00+00:00,1971.0000000000036,21085.48049999999,"[{'cost_basis': 104.86195274127076, 'last_sale_price': 93.42, 'amount': -300, 'sid': Equity(8 [AAPL])}]",93.42,0.10311554112077514,1.5406189159795194,-28026.0,-28026.0,1,2.7717151363725887,49111.48049999999,-29997.000000000004,-29997.000000000004,179,179,[],0.0
2016-01-28 21:00:00+00:00,0.9671018351463773,1.0879676000000007,,0.0,0.0,,9404.195500000002,58515.67599999999,-37636.0,-37636.0,0.0,1.802518391568912,0.0,0.0,0,-0.4879594255518441,9.592338331294812,97.26375,-1.802518391568912,"[{'reason': None, 'filled': -100, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': -100, 'status': 1, 'stop': None, 'id': '6a3a442512a2470f959ffd5725c275ab', 'limit': None, 'created': Timestamp('2016-01-27 21:00:00+0000', tz='UTC'), 'commission': 0.1, 'stop_reached': False, 'dt': Timestamp('2016-01-28 21:00:00+0000', tz='UTC')}]",2016-01-28 21:00:00+00:00,2016-01,2016-01-28 14:31:00+00:00,-205.80449999999837,20879.675999999992,"[{'cost_basis': 102.15695330595308, 'last_sale_price': 94.09, 'amount': -400, 'sid': Equity(8 [AAPL])}]",94.09,-0.009760484234637046,1.5219448830868287,-37636.0,-37636.0,1,2.737948612689599,49111.48049999999,-28026.0,-28026.0,180,180,"[{'order_id': '6a3a442512a2470f959ffd5725c275ab', 'price': 94.042955, 'sid': Equity(8 [AAPL]), 'commission': None, 'amount': -100, 'dt': Timestamp('2016-01-28 21:00:00+0000', tz='UTC')}]",0.0
2016-01-29 21:00:00+00:00,0.9677536574964688,0.9579676000000006,,0.0,0.0,,0.0,58515.67599999999,-38936.0,-38936.0,0.0,1.9885926610838716,0.0,0.0,0,-0.4879594255518441,9.592338331294812,97.34875000000001,-1.9885926610838716,[],2016-01-29 21:00:00+00:00,2016-01,2016-01-29 14:31:00+00:00,-1300.0,19579.675999999992,"[{'cost_basis': 102.15695330595308, 'last_sale_price': 97.34, 'amount': -400, 'sid': Equity(8 [AAPL])}]",97.34,-0.06226150252523077,1.4229439961489398,-38936.0,-38936.0,1,2.5448946208393797,58515.67599999999,-37636.0,-37636.0,181,181,[],0.0
2016-02-01 21:00:00+00:00,0.9652001930736861,0.9943676000000006,,0.0,0.0,,0.0,58515.67599999999,-38572.0,-38572.0,0.0,1.934046662210117,0.0,0.0,0,-0.4879594255518441,9.592338331294812,97.30375000000001,-1.934046662210117,"[{'reason': None, 'filled': 0, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': -100, 'status': 0, 'stop': None, 'id': '7ff8bd441cc34feeadb1a1c3444be021', 'limit': None, 'created': Timestamp('2016-02-01 21:00:00+0000', tz='UTC'), 'commission': 0, 'stop_reached': False, 'dt': Timestamp('2016-02-01 21:00:00+0000', tz='UTC')}]",2016-02-01 21:00:00+00:00,2016-02,2016-02-01 14:31:00+00:00,364.0,19943.675999999992,"[{'cost_basis': 102.15695330595308, 'last_sale_price': 96.43, 'amount': -400, 'sid': Equity(8 [AAPL])}]",96.43,0.018590705995339185,1.4455384329364198,-38572.0,-38572.0,1,2.585595744804026,58515.67599999999,-38936.0,-38936.0,182,182,[],0.0
2016-02-02 21:00:00+00:00,0.9633392786878867,1.0718852,,0.0,0.0,,9443.176,67958.85199999998,-47240.0,-47240.0,0.0,2.2800491069678976,0.0,0.0,0,-0.4879594255518441,9.592338331294812,97.07625000000002,-2.2800491069678976,"[{'reason': None, 'filled': -100, 'sid': Equity(8 [AAPL]), 'limit_reached': False, 'amount': -100, 'status': 1, 'stop': None, 'id': '7ff8bd441cc34feeadb1a1c3444be021', 'limit': None, 'created': Timestamp('2016-02-01 21:00:00+0000', tz='UTC'), 'commission': 0.1, 'stop_reached': False, 'dt': Timestamp('2016-02-02 21:00:00+0000', tz='UTC')}]",2016-02-02 21:00:00+00:00,2016-02,2016-02-02 14:31:00+00:00,775.1759999999922,20718.851999999984,"[{'cost_basis': 100.61191464476246, 'last_sale_price': 94.48, 'amount': -500, 'sid': Equity(8 [AAPL])}]",94.48,0.038868260796053544,1.495976841958859,-47240.0,-47240.0,1,2.6779814920301392,58515.67599999999,-38572.0,-38572.0,183,183,"[{'order_id': '7ff8bd441cc34feeadb1a1c3444be021', 'price': 94.43276, 'sid': Equity(8 [AAPL]), 'commission': None, 'amount': -100, 'dt': Timestamp('2016-02-02 21:00:00+0000', tz='UTC')}]",0.0
2016-02-03 21:00:00+00:00,0.9625446843782924,0.9783851999999993,,0.0,0.0,,0.0,67958.85199999998,-48175.00000000001,-48175.00000000001,0.0,2.4350667402890025,0.0,0.0,0,-0.4879594255518441,9.592338331294812,96.44250000000001,-2.4350667402890025,[],2016-02-03 21:00:00+00:00,2016-02,2016-02-03 14:31:00+00:00,-935.0000000000073,19783.851999999977,"[{'cost_basis': 100.61191464476246, 'last_sale_price': 96.35000000000001, 'amount': -500, 'sid': Equity(8 [AAPL])}]",96.35000000000001,-0.04512798295967402,1.4248640217940896,-48175.00000000001,-48175.00000000001,1,2.5432462572602397,67958.85199999998,-47240.0,-47240.0,184,184,[],0.0
2016-02-04 21:00:00+00:00,0.9600236415658742,0.9658851999999993,,0.0,0.0,,0.0,67958.85199999998,-48300.00000000001,-48300.00000000001,0.0,2.4569084705454856,0.0,0.0,0,-0.4879594255518441,9.592338331294812,95.63412500000001,-2.4569084705454856,[],2016-02-04 21:00:00+00:00,2016-02,2016-02-04 14:31:00+00:00,-125.0,19658.851999999977,"[{'cost_basis': 100.61191464476246, 'last_sale_price': 96.60000000000001, 'amount': -500, 'sid': Equity(8 [AAPL])}]",96.60000000000001,-0.006318284224932524,1.4119186400171257,-48300.00000000001,-48300.00000000001,1,2.520123506154691,67958.85199999998,-48175.00000000001,-48175.00000000001,185,185,[],0.0
