,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,fast_ma,gross_leverage,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,price,returns,sharpe,short_exposure,short_value,shorts_count,slow_ma,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2015-05-13 20:00:00+00:00,,0.0,,0.0,,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-05-13 20:00:00+00:00,2015-05,2015-05-13 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,1,[],0.0
2015-05-14 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-05-14 20:00:00+00:00,2015-05,2015-05-14 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,2,[],0.0
2015-05-15 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-05-15 20:00:00+00:00,2015-05,2015-05-15 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,3,[],0.0
2015-05-18 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-05-18 20:00:00+00:00,2015-05,2015-05-18 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,4,[],0.0
2015-05-19 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-05-19 20:00:00+00:00,2015-05,2015-05-19 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,5,[],0.0
2015-05-20 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-05-20 20:00:00+00:00,2015-05,2015-05-20 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,6,[],0.0
2015-05-21 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-05-21 20:00:00+00:00,2015-05,2015-05-21 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,7,[],0.0
2015-05-22 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-05-22 20:00:00+00:00,2015-05,2015-05-22 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,8,[],0.0
2015-05-26 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-05-26 20:00:00+00:00,2015-05,2015-05-26 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,9,[],0.0
2015-05-27 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-05-27 20:00:00+00:00,2015-05,2015-05-27 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,10,[],0.0
2015-05-28 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-05-28 20:00:00+00:00,2015-05,2015-05-28 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,11,[],0.0
2015-05-29 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-05-29 20:00:00+00:00,2015-05,2015-05-29 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,12,[],0.0
2015-06-01 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-01 20:00:00+00:00,2015-06,2015-06-01 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,13,[],0.0
2015-06-02 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-02 20:00:00+00:00,2015-06,2015-06-02 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,14,[],0.0
2015-06-03 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-03 20:00:00+00:00,2015-06,2015-06-03 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,15,[],0.0
2015-06-04 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-04 20:00:00+00:00,2015-06,2015-06-04 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,16,[],0.0
2015-06-05 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-05 20:00:00+00:00,2015-06,2015-06-05 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,17,[],0.0
2015-06-08 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-08 20:00:00+00:00,2015-06,2015-06-08 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,18,[],0.0
2015-06-09 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-09 20:00:00+00:00,2015-06,2015-06-09 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,19,[],0.0
2015-06-10 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-10 20:00:00+00:00,2015-06,2015-06-10 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,20,[],0.0
2015-06-11 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-11 20:00:00+00:00,2015-06,2015-06-11 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,21,[],0.0
2015-06-12 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-12 20:00:00+00:00,2015-06,2015-06-12 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,22,[],0.0
2015-06-15 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-15 20:00:00+00:00,2015-06,2015-06-15 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,23,[],0.0
2015-06-16 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-16 20:00:00+00:00,2015-06,2015-06-16 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,24,[],0.0
2015-06-17 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-17 20:00:00+00:00,2015-06,2015-06-17 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,25,[],0.0
2015-06-18 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-18 20:00:00+00:00,2015-06,2015-06-18 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,26,[],0.0
2015-06-19 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-19 20:00:00+00:00,2015-06,2015-06-19 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,27,[],0.0
2015-06-22 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-22 20:00:00+00:00,2015-06,2015-06-22 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,28,[],0.0
2015-06-23 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-23 20:00:00+00:00,2015-06,2015-06-23 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,29,[],0.0
2015-06-24 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-24 20:00:00+00:00,2015-06,2015-06-24 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,30,[],0.0
2015-06-25 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-25 20:00:00+00:00,2015-06,2015-06-25 13:31:00+00:00,0.0,10000.0,[],,0.0,,0.0,0.0,0,,,10000.0,0.0,0.0,31,[],0.0
2015-06-26 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,127.3475,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-26 20:00:00+00:00,2015-06,2015-06-26 13:31:00+00:00,0.0,10000.0,[],126.75,0.0,,0.0,0.0,0,128.85906250000005,,10000.0,0.0,0.0,32,[],0.0
2015-06-29 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,127.00125,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-29 20:00:00+00:00,2015-06,2015-06-29 13:31:00+00:00,0.0,10000.0,[],124.53,0.0,,0.0,0.0,0,128.81281250000004,,10000.0,0.0,0.0,33,[],0.0
2015-06-30 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,126.694375,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-06-30 20:00:00+00:00,2015-06,2015-06-30 13:31:00+00:00,0.0,10000.0,[],125.425,0.0,,0.0,0.0,0,128.70265625000005,,10000.0,0.0,0.0,34,[],0.0
2015-07-01 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,126.694375,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-07-01 20:00:00+00:00,2015-07,2015-07-01 13:31:00+00:00,0.0,10000.0,[],126.60000000000001,0.0,,0.0,0.0,0,128.63484375000004,,10000.0,0.0,0.0,35,[],0.0
2015-07-02 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,126.548125,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-07-02 20:00:00+00:00,2015-07,2015-07-02 13:31:00+00:00,0.0,10000.0,[],126.44,0.0,,0.0,0.0,0,128.51765625000004,,10000.0,0.0,0.0,36,[],0.0
2015-07-06 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,126.419375,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-07-06 20:00:00+00:00,2015-07,2015-07-06 13:31:00+00:00,0.0,10000.0,[],126.0,0.0,,0.0,0.0,0,128.39046875000003,,10000.0,0.0,0.0,37,[],0.0
2015-07-07 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,126.116875,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-07-07 20:00:00+00:00,2015-07,2015-07-07 13:31:00+00:00,0.0,10000.0,[],125.69,0.0,,0.0,0.0,0,128.25390625000003,,10000.0,0.0,0.0,38,[],0.0
2015-07-08 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,125.50062499999999,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-07-08 20:00:00+00:00,2015-07,2015-07-08 13:31:00+00:00,0.0,10000.0,[],122.57000000000001,0.0,,0.0,0.0,0,127.97828125000002,,10000.0,0.0,0.0,39,[],0.0
2015-07-09 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,124.66562499999998,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-07-09 20:00:00+00:00,2015-07,2015-07-09 13:31:00+00:00,0.0,10000.0,[],120.07000000000001,0.0,,0.0,0.0,0,127.58859375000004,,10000.0,0.0,0.0,40,[],0.0
2015-07-10 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,124.50937499999998,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-07-10 20:00:00+00:00,2015-07,2015-07-10 13:31:00+00:00,0.0,10000.0,[],123.28,0.0,,0.0,0.0,0,127.39046875000004,,10000.0,0.0,0.0,41,[],0.0
2015-07-13 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,124.53874999999998,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-07-13 20:00:00+00:00,2015-07,2015-07-13 13:31:00+00:00,0.0,10000.0,[],125.66,0.0,,0.0,0.0,0,127.19093750000005,,10000.0,0.0,0.0,42,[],0.0
2015-07-14 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,124.41499999999999,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-07-14 20:00:00+00:00,2015-07,2015-07-14 13:31:00+00:00,0.0,10000.0,[],125.61,0.0,,0.0,0.0,0,126.99812500000004,,10000.0,0.0,0.0,43,[],0.0
2015-07-15 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,124.4625,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-07-15 20:00:00+00:00,2015-07,2015-07-15 13:31:00+00:00,0.0,10000.0,[],126.82000000000001,0.0,,0.0,0.0,0,126.89000000000004,,10000.0,0.0,0.0,44,[],0.0
2015-07-16 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,124.77625,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-07-16 20:00:00+00:00,2015-07,2015-07-16 13:31:00+00:00,0.0,10000.0,[],128.51,0.0,,0.0,0.0,0,126.82671875000003,,10000.0,0.0,0.0,45,[],0.0
2015-07-17 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,125.2675,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-07-17 20:00:00+00:00,2015-07,2015-07-17 13:31:00+00:00,0.0,10000.0,[],129.62,0.0,,0.0,0.0,0,126.81609375000002,,10000.0,0.0,0.0,46,[],0.0
2015-07-20 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,126.45500000000001,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2015-07-20 20:00:00+00:00,2015-07,2015-07-20 13:31:00+00:00,0.0,10000.0,[],132.07,0.0,,0.0,0.0,0,126.87703125000003,,10000.0,0.0,0.0,47,[],0.0
2015-07-21 20:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,10000.0,0.0,0.0,0.0,127.78999999999999,0.0,0.0,0.0,0,0.0,0.0,0.0,"[{'id': '17250fcf44d14862b723dea625b92c58', 'status': 0, 'limit': None, 'dt': Timestamp('2015-07-21 20:00:00+0000', tz='UTC'), 'filled': 0, 'limit_reached': False, 'stop': None, 'amount': 100, 'reason': None, 'created': Timestamp('2015-07-21 20:00:00+0000', tz='UTC'), 'stop_reached': False, 'sid': Equity(8 [AAPL]), 'commission': 0}]",2015-07-21 20:00:00+00:00,2015-07,2015-07-21 13:31:00+00:00,0.0,10000.0,[],130.75,0.0,,0.0,0.0,0,126.92046875000004,,10000.0,0.0,0.0,48,[],0.0
2015-07-22 20:00:00+00:00,0.001442539207687081,-0.0006361000000000283,,0.0,0.0,,-12528.361,-2528.3610000000003,12522.0,12522.0,0.0,128.0325,1.2529970314116812,12522.0,12522.0,1,-0.0006360999999999706,1.2529970314116812,1.2529970314116812,"[{'id': '17250fcf44d14862b723dea625b92c58', 'status': 1, 'limit': None, 'dt': Timestamp('2015-07-22 20:00:00+0000', tz='UTC'), 'filled': 100, 'limit_reached': False, 'stop': None, 'amount': 100, 'reason': None, 'created': Timestamp('2015-07-21 20:00:00+0000', tz='UTC'), 'stop_reached': False, 'sid': Equity(8 [AAPL]), 'commission': 0.1}]",2015-07-22 20:00:00+00:00,2015-07,2015-07-22 13:31:00+00:00,-6.361000000000786,9993.639,"[{'amount': 100, 'sid': Equity(8 [AAPL]), 'last_sale_price': 125.22, 'cost_basis': 125.28361000000001}]",125.22,-0.0006361000000000283,-2.2677868380553634,0.0,0.0,0,126.81328125000002,-2.2677868380553634,10000.0,0.0,0.0,49,"[{'price': 125.28261, 'order_id': '17250fcf44d14862b723dea625b92c58', 'sid': Equity(8 [AAPL]), 'commission': None, 'dt': Timestamp('2015-07-22 20:00:00+0000', tz='UTC'), 'amount': 100}]",0.0
2015-07-23 20:00:00+00:00,0.00194356594286269,-0.0012360999999999622,,0.0,0.0,,0.0,-2528.3610000000003,12516.0,12516.0,0.0,127.97,1.2531490175005324,12516.0,12516.0,1,-0.0012360999999999932,1.2531490175005324,1.2531490175005324,[],2015-07-23 20:00:00+00:00,2015-07,2015-07-23 13:31:00+00:00,-6.0,9987.639,"[{'amount': 100, 'sid': Equity(8 [AAPL]), 'last_sale_price': 125.16, 'cost_basis': 125.28361000000001}]",125.16,-0.0006003819029284374,-3.206409750924381,0.0,0.0,0,126.73078125,-3.173577751035336,-2528.3610000000003,12522.0,12522.0,50,[],0.0
2015-07-24 20:00:00+00:00,0.014760105578874446,-0.007836099999999901,,0.0,0.0,,0.0,-2528.3610000000003,12450.0,12450.0,0.0,127.83125,1.2548329968465897,12450.0,12450.0,1,-0.007836099999999959,1.2548329968465897,1.2548329968465897,[],2015-07-24 20:00:00+00:00,2015-07,2015-07-24 13:31:00+00:00,-66.0,9921.639,"[{'amount': 100, 'sid': Equity(8 [AAPL]), 'last_sale_price': 124.5, 'cost_basis': 125.28361000000001}]",124.5,-0.006608168356905919,-2.6261195136277196,0.0,0.0,0,126.63953125,-2.615990083858596,-2528.3610000000003,12516.0,12516.0,51,[],0.0
2015-07-27 20:00:00+00:00,0.04075677636567569,-0.025136099999999884,,0.0,0.0,,0.0,-2528.3610000000003,12277.0,12277.0,0.0,127.325,1.259355280260147,12277.0,12277.0,1,-0.025136099999999856,1.259355280260147,1.259355280260147,[],2015-07-27 20:00:00+00:00,2015-07,2015-07-27 13:31:00+00:00,-173.0,9748.639,"[{'amount': 100, 'sid': Equity(8 [AAPL]), 'last_sale_price': 122.77, 'cost_basis': 125.28361000000001}]",122.77,-0.017436635217225716,-3.0060522390467774,0.0,0.0,0,126.44859375,-2.9813676908616067,-2528.3610000000003,12450.0,12450.0,52,[],0.0
2015-07-28 20:00:00+00:00,0.042957975415062175,-0.019036099999999778,,0.0,0.0,,0.0,-2528.3610000000003,12338.000000000002,12338.000000000002,0.0,126.68374999999999,1.2577425122371986,12338.000000000002,12338.000000000002,1,-0.025136099999999856,1.259355280260147,1.2577425122371986,[],2015-07-28 20:00:00+00:00,2015-07,2015-07-28 13:31:00+00:00,61.00000000000182,9809.639000000001,"[{'amount': 100, 'sid': Equity(8 [AAPL]), 'last_sale_price': 123.38000000000001, 'cost_basis': 125.28361000000001}]",123.38000000000001,0.0062572837090388855,-2.1056333167829338,0.0,0.0,0,126.28578125,-2.2221941635603217,-2528.3610000000003,12277.0,12277.0,53,[],0.0
2015-07-29 20:00:00+00:00,0.04326213959576962,-0.022936099999999904,,0.0,0.0,,0.0,-2528.3610000000003,12299.0,12299.0,0.0,125.85499999999999,1.258771304517545,12299.0,12299.0,1,-0.025136099999999856,1.259355280260147,1.258771304517545,"[{'id': '334aff5b2bb24005bf79bdefb2a1f30b', 'status': 0, 'limit': None, 'dt': Timestamp('2015-07-29 20:00:00+0000', tz='UTC'), 'filled': 0, 'limit_reached': False, 'stop': None, 'amount': -100, 'reason': None, 'created': Timestamp('2015-07-29 20:00:00+0000', tz='UTC'), 'stop_reached': False, 'sid': Equity(8 [AAPL]), 'commission': 0}]",2015-07-29 20:00:00+00:00,2015-07,2015-07-29 13:31:00+00:00,-39.00000000000182,9770.639,"[{'amount': 100, 'sid': Equity(8 [AAPL]), 'last_sale_price': 122.99000000000001, 'cost_basis': 125.28361000000001}]",122.99000000000001,-0.0039756814700318,-2.4809650219290007,0.0,0.0,0,126.15515624999999,-2.6032172050067652,-2528.3610000000003,12338.000000000002,12338.000000000002,54,[],0.0
2015-07-30 20:00:00+00:00,0.04509866025090705,-0.02975794999999981,,0.0,0.0,,12230.781500000001,9702.4205,0.0,0.0,0.0,124.6425,0.0,0.0,0.0,0,-0.029757949999999766,1.259355280260147,0.0,"[{'id': '334aff5b2bb24005bf79bdefb2a1f30b', 'status': 1, 'limit': None, 'dt': Timestamp('2015-07-30 20:00:00+0000', tz='UTC'), 'filled': -100, 'limit_reached': False, 'stop': None, 'amount': -100, 'reason': None, 'created': Timestamp('2015-07-29 20:00:00+0000', tz='UTC'), 'stop_reached': False, 'sid': Equity(8 [AAPL]), 'commission': 0.1}]",2015-07-30 20:00:00+00:00,2015-07,2015-07-30 13:31:00+00:00,-68.21849999999904,9702.4205,[],122.37,-0.0069819896119383,-3.0460012120349385,0.0,0.0,0,126.01296874999998,-3.157820476999918,-2528.3610000000003,12299.0,12299.0,55,"[{'price': 122.30881500000001, 'order_id': '334aff5b2bb24005bf79bdefb2a1f30b', 'sid': Equity(8 [AAPL]), 'commission': None, 'dt': Timestamp('2015-07-30 20:00:00+0000', tz='UTC'), 'amount': -100}]",0.0
2015-07-31 20:00:00+00:00,0.04470175121005613,-0.02975794999999981,,0.0,0.0,,0.0,9702.4205,0.0,0.0,0.0,123.46124999999999,0.0,0.0,0.0,0,-0.029757949999999766,1.259355280260147,0.0,[],2015-07-31 20:00:00+00:00,2015-07,2015-07-31 13:31:00+00:00,0.0,9702.4205,[],121.3,0.0,-3.018170970326769,0.0,0.0,0,125.81609374999998,-3.1294986450160245,9702.4205,0.0,0.0,56,[],0.0
2015-08-03 20:00:00+00:00,0.0443151309845175,-0.02975794999999981,,0.0,0.0,,0.0,9702.4205,0.0,0.0,0.0,122.61374999999998,0.0,0.0,0.0,0,-0.029757949999999766,1.259355280260147,0.0,[],2015-08-03 20:00:00+00:00,2015-08,2015-08-03 13:31:00+00:00,0.0,9702.4205,[],118.44,0.0,-2.99109019217167,0.0,0.0,0,125.53921875,-3.101925432250442,9702.4205,0.0,0.0,57,[],0.0
2015-08-04 20:00:00+00:00,0.04393836302059048,-0.02975794999999981,,0.0,0.0,,0.0,9702.4205,0.0,0.0,0.0,121.29875,0.0,0.0,0.0,0,-0.029757949999999766,1.259355280260147,0.0,[],2015-08-04 20:00:00+00:00,2015-08,2015-08-04 13:31:00+00:00,0.0,9702.4205,[],114.64,0.0,-2.964725818716266,0.0,0.0,0,125.12546875,-3.07506842949596,9702.4205,0.0,0.0,58,[],0.0
2015-08-05 20:00:00+00:00,0.043571036239039795,-0.02975794999999981,,0.0,0.0,,0.0,9702.4205,0.0,0.0,0.0,120.16125,0.0,0.0,0.0,0,-0.029757949999999766,1.259355280260147,0.0,[],2015-08-05 20:00:00+00:00,2015-08,2015-08-05 13:31:00+00:00,0.0,9702.4205,[],115.4,0.0,-2.939046798042087,0.0,0.0,0,124.77546874999999,-3.048897158414797,9702.4205,0.0,0.0,59,[],0.0
2015-08-06 20:00:00+00:00,0.04321276315709139,-0.02975794999999981,,0.0,0.0,,0.0,9702.4205,0.0,0.0,0.0,118.73387500000001,0.0,0.0,0.0,0,-0.029757949999999766,1.259355280260147,0.0,[],2015-08-06 20:00:00+00:00,2015-08,2015-08-06 13:31:00+00:00,0.0,9702.4205,[],115.13,0.0,-2.9140239311287606,0.0,0.0,0,123.84125000000002,-3.0233829261077716,9702.4205,0.0,0.0,60,[],0.0
2015-08-07 20:00:00+00:00,0.0428631781767409,-0.02975794999999981,,0.0,0.0,,0.0,9702.4205,0.0,0.0,0.0,117.820875,0.0,0.0,0.0,0,-0.029757949999999766,1.259355280260147,0.0,[],2015-08-07 20:00:00+00:00,2015-08,2015-08-07 13:31:00+00:00,0.0,9702.4205,[],115.52,0.0,-2.8896297320301554,0.0,0.0,0,123.49943750000001,-2.9984986928510575,9702.4205,0.0,0.0,61,[],0.0
2015-08-10 20:00:00+00:00,0.04252193602226279,-0.02975794999999981,,0.0,0.0,,0.0,9702.4205,0.0,0.0,0.0,117.481375,0.0,0.0,0.0,0,-0.029757949999999766,1.259355280260147,0.0,[],2015-08-10 20:00:00+00:00,2015-08,2015-08-10 13:31:00+00:00,0.0,9702.4205,[],119.72,0.0,-2.865838300738628,0.0,0.0,0,123.25528125000001,-2.9742189516143447,9702.4205,0.0,0.0,62,[],0.0
2015-08-11 20:00:00+00:00,0.042188710311806446,-0.02975794999999981,,0.0,0.0,,0.0,9702.4205,0.0,0.0,0.0,116.44024999999999,0.0,0.0,0.0,0,-0.029757949999999766,1.259355280260147,0.0,[],2015-08-11 20:00:00+00:00,2015-08,2015-08-11 13:31:00+00:00,0.0,9702.4205,[],113.49000000000001,0.0,-2.8426252073982927,0.0,0.0,0,122.8354375,-2.950519618139924,9702.4205,0.0,0.0,63,[],0.0
